figure,sweep_type,sweep_value,util_level,taskset_id,seed,num_tasks,cf,cp,actual_total_util_lo,actual_total_util_hi,deadline_mode,method,method_label,priority_policy,schedulable,details
fig1,util,0.025,0.025,22,2048,20,2.0,0.5,0.027568704422018312,0.028864122473926335,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.025,0.025,22,2048,20,2.0,0.5,0.027568704422018312,0.028864122473926335,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.025,0.025,22,2048,20,2.0,0.5,0.027568704422018312,0.028864122473926335,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.025,0.025,22,2048,20,2.0,0.5,0.027568704422018312,0.028864122473926335,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.025,0.025,22,2048,20,2.0,0.5,0.027568704422018312,0.028864122473926335,implicit,crmpo_baseline,CrMPO,crmpo,True,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: classic_single_budget 分析通过"
fig1,util,0.025,0.025,23,2049,20,2.0,0.5,0.025272483096724436,0.01696385756027584,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.025,0.025,23,2049,20,2.0,0.5,0.025272483096724436,0.01696385756027584,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.025,0.025,23,2049,20,2.0,0.5,0.025272483096724436,0.01696385756027584,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.025,0.025,23,2049,20,2.0,0.5,0.025272483096724436,0.01696385756027584,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.025,0.025,23,2049,20,2.0,0.5,0.025272483096724436,0.01696385756027584,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.025,0.025,23,2049,20,2.0,0.5,0.025272483096724436,0.01696385756027584,implicit,crmpo_baseline,CrMPO,crmpo,True,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: classic_single_budget 分析通过"
fig1,util,0.025,0.025,24,2050,20,2.0,0.5,0.025683616463949746,0.03159769257458548,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.025,0.025,24,2050,20,2.0,0.5,0.025683616463949746,0.03159769257458548,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.025,0.025,24,2050,20,2.0,0.5,0.025683616463949746,0.03159769257458548,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.025,0.025,24,2050,20,2.0,0.5,0.025683616463949746,0.03159769257458548,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.025,0.025,24,2050,20,2.0,0.5,0.025683616463949746,0.03159769257458548,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.025,0.025,24,2050,20,2.0,0.5,0.025683616463949746,0.03159769257458548,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_15 在 classic_single_budget 分析下超过截止期"
fig1,util,0.025,0.025,25,2051,20,2.0,0.5,0.025759990523007675,0.025264327539797914,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.025,0.025,25,2051,20,2.0,0.5,0.025759990523007675,0.025264327539797914,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.025,0.025,25,2051,20,2.0,0.5,0.025759990523007675,0.025264327539797914,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.025,0.025,25,2051,20,2.0,0.5,0.025759990523007675,0.025264327539797914,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.025,0.025,25,2051,20,2.0,0.5,0.025759990523007675,0.025264327539797914,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.025,0.025,25,2051,20,2.0,0.5,0.025759990523007675,0.025264327539797914,implicit,crmpo_baseline,CrMPO,crmpo,True,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: classic_single_budget 分析通过"
fig1,util,0.025,0.025,26,2052,20,2.0,0.5,0.026768311456791247,0.035328333415483554,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.025,0.025,26,2052,20,2.0,0.5,0.026768311456791247,0.035328333415483554,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.025,0.025,26,2052,20,2.0,0.5,0.026768311456791247,0.035328333415483554,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.025,0.025,26,2052,20,2.0,0.5,0.026768311456791247,0.035328333415483554,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.025,0.025,26,2052,20,2.0,0.5,0.026768311456791247,0.035328333415483554,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.025,0.025,26,2052,20,2.0,0.5,0.026768311456791247,0.035328333415483554,implicit,crmpo_baseline,CrMPO,crmpo,True,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: classic_single_budget 分析通过"
fig1,util,0.025,0.025,27,2053,20,2.0,0.5,0.026408024480138917,0.03762440685112706,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.025,0.025,27,2053,20,2.0,0.5,0.026408024480138917,0.03762440685112706,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.025,0.025,27,2053,20,2.0,0.5,0.026408024480138917,0.03762440685112706,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.025,0.025,27,2053,20,2.0,0.5,0.026408024480138917,0.03762440685112706,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.025,0.025,27,2053,20,2.0,0.5,0.026408024480138917,0.03762440685112706,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.025,0.025,27,2053,20,2.0,0.5,0.026408024480138917,0.03762440685112706,implicit,crmpo_baseline,CrMPO,crmpo,True,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: classic_single_budget 分析通过"
fig1,util,0.025,0.025,28,2054,20,2.0,0.5,0.025622546064707614,0.025699944948429337,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.025,0.025,28,2054,20,2.0,0.5,0.025622546064707614,0.025699944948429337,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.025,0.025,28,2054,20,2.0,0.5,0.025622546064707614,0.025699944948429337,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.025,0.025,28,2054,20,2.0,0.5,0.025622546064707614,0.025699944948429337,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.025,0.025,28,2054,20,2.0,0.5,0.025622546064707614,0.025699944948429337,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.025,0.025,28,2054,20,2.0,0.5,0.025622546064707614,0.025699944948429337,implicit,crmpo_baseline,CrMPO,crmpo,True,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: classic_single_budget 分析通过"
fig1,util,0.025,0.025,29,2055,20,2.0,0.5,0.02655766724265238,0.033637864324297904,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.025,0.025,29,2055,20,2.0,0.5,0.02655766724265238,0.033637864324297904,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.025,0.025,29,2055,20,2.0,0.5,0.02655766724265238,0.033637864324297904,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.025,0.025,29,2055,20,2.0,0.5,0.02655766724265238,0.033637864324297904,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.025,0.025,29,2055,20,2.0,0.5,0.02655766724265238,0.033637864324297904,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.025,0.025,29,2055,20,2.0,0.5,0.02655766724265238,0.033637864324297904,implicit,crmpo_baseline,CrMPO,crmpo,True,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: classic_single_budget 分析通过"
fig1,util,0.025,0.025,30,2056,20,2.0,0.5,0.024904926368187176,0.01914550371316453,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.025,0.025,30,2056,20,2.0,0.5,0.024904926368187176,0.01914550371316453,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.025,0.025,30,2056,20,2.0,0.5,0.024904926368187176,0.01914550371316453,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.025,0.025,30,2056,20,2.0,0.5,0.024904926368187176,0.01914550371316453,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.025,0.025,30,2056,20,2.0,0.5,0.024904926368187176,0.01914550371316453,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.025,0.025,30,2056,20,2.0,0.5,0.024904926368187176,0.01914550371316453,implicit,crmpo_baseline,CrMPO,crmpo,True,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: classic_single_budget 分析通过"
fig1,util,0.025,0.025,31,2057,20,2.0,0.5,0.02510807612311004,0.02447788344673662,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.025,0.025,31,2057,20,2.0,0.5,0.02510807612311004,0.02447788344673662,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.025,0.025,31,2057,20,2.0,0.5,0.02510807612311004,0.02447788344673662,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.025,0.025,31,2057,20,2.0,0.5,0.02510807612311004,0.02447788344673662,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.025,0.025,31,2057,20,2.0,0.5,0.02510807612311004,0.02447788344673662,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.025,0.025,31,2057,20,2.0,0.5,0.02510807612311004,0.02447788344673662,implicit,crmpo_baseline,CrMPO,crmpo,True,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: classic_single_budget 分析通过"
fig1,util,0.025,0.025,32,2058,20,2.0,0.5,0.025988263070613152,0.03655252983921107,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.025,0.025,32,2058,20,2.0,0.5,0.025988263070613152,0.03655252983921107,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.025,0.025,32,2058,20,2.0,0.5,0.025988263070613152,0.03655252983921107,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.025,0.025,32,2058,20,2.0,0.5,0.025988263070613152,0.03655252983921107,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.025,0.025,32,2058,20,2.0,0.5,0.025988263070613152,0.03655252983921107,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.025,0.025,32,2058,20,2.0,0.5,0.025988263070613152,0.03655252983921107,implicit,crmpo_baseline,CrMPO,crmpo,True,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: classic_single_budget 分析通过"
fig1,util,0.025,0.025,33,2059,20,2.0,0.5,0.026693420640019266,0.028181597626291556,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.025,0.025,33,2059,20,2.0,0.5,0.026693420640019266,0.028181597626291556,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.025,0.025,33,2059,20,2.0,0.5,0.026693420640019266,0.028181597626291556,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.025,0.025,33,2059,20,2.0,0.5,0.026693420640019266,0.028181597626291556,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.025,0.025,33,2059,20,2.0,0.5,0.026693420640019266,0.028181597626291556,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.025,0.025,33,2059,20,2.0,0.5,0.026693420640019266,0.028181597626291556,implicit,crmpo_baseline,CrMPO,crmpo,True,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: classic_single_budget 分析通过"
fig1,util,0.025,0.025,34,2060,20,2.0,0.5,0.025707826441279856,0.019378570817342962,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.025,0.025,34,2060,20,2.0,0.5,0.025707826441279856,0.019378570817342962,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.025,0.025,34,2060,20,2.0,0.5,0.025707826441279856,0.019378570817342962,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.025,0.025,34,2060,20,2.0,0.5,0.025707826441279856,0.019378570817342962,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.025,0.025,34,2060,20,2.0,0.5,0.025707826441279856,0.019378570817342962,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.025,0.025,34,2060,20,2.0,0.5,0.025707826441279856,0.019378570817342962,implicit,crmpo_baseline,CrMPO,crmpo,True,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: classic_single_budget 分析通过"
fig1,util,0.025,0.025,35,2061,20,2.0,0.5,0.02574749710715599,0.029985843470997968,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.025,0.025,35,2061,20,2.0,0.5,0.02574749710715599,0.029985843470997968,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.025,0.025,35,2061,20,2.0,0.5,0.02574749710715599,0.029985843470997968,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.025,0.025,35,2061,20,2.0,0.5,0.02574749710715599,0.029985843470997968,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.025,0.025,35,2061,20,2.0,0.5,0.02574749710715599,0.029985843470997968,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.025,0.025,35,2061,20,2.0,0.5,0.02574749710715599,0.029985843470997968,implicit,crmpo_baseline,CrMPO,crmpo,True,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: classic_single_budget 分析通过"
fig1,util,0.025,0.025,36,2062,20,2.0,0.5,0.026024453200957497,0.03830252435567226,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.025,0.025,36,2062,20,2.0,0.5,0.026024453200957497,0.03830252435567226,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.025,0.025,36,2062,20,2.0,0.5,0.026024453200957497,0.03830252435567226,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.025,0.025,36,2062,20,2.0,0.5,0.026024453200957497,0.03830252435567226,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.025,0.025,36,2062,20,2.0,0.5,0.026024453200957497,0.03830252435567226,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.025,0.025,36,2062,20,2.0,0.5,0.026024453200957497,0.03830252435567226,implicit,crmpo_baseline,CrMPO,crmpo,True,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: classic_single_budget 分析通过"
fig1,util,0.025,0.025,37,2063,20,2.0,0.5,0.027088142876630243,0.03337111262334042,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.025,0.025,37,2063,20,2.0,0.5,0.027088142876630243,0.03337111262334042,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.025,0.025,37,2063,20,2.0,0.5,0.027088142876630243,0.03337111262334042,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.025,0.025,37,2063,20,2.0,0.5,0.027088142876630243,0.03337111262334042,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.025,0.025,37,2063,20,2.0,0.5,0.027088142876630243,0.03337111262334042,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.025,0.025,37,2063,20,2.0,0.5,0.027088142876630243,0.03337111262334042,implicit,crmpo_baseline,CrMPO,crmpo,True,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: classic_single_budget 分析通过"
fig1,util,0.025,0.025,38,2064,20,2.0,0.5,0.026016577264304917,0.03119866942102305,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.025,0.025,38,2064,20,2.0,0.5,0.026016577264304917,0.03119866942102305,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.025,0.025,38,2064,20,2.0,0.5,0.026016577264304917,0.03119866942102305,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.025,0.025,38,2064,20,2.0,0.5,0.026016577264304917,0.03119866942102305,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.025,0.025,38,2064,20,2.0,0.5,0.026016577264304917,0.03119866942102305,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.025,0.025,38,2064,20,2.0,0.5,0.026016577264304917,0.03119866942102305,implicit,crmpo_baseline,CrMPO,crmpo,True,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: classic_single_budget 分析通过"
fig1,util,0.025,0.025,39,2065,20,2.0,0.5,0.026406765193910497,0.021230216371724436,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.025,0.025,39,2065,20,2.0,0.5,0.026406765193910497,0.021230216371724436,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.025,0.025,39,2065,20,2.0,0.5,0.026406765193910497,0.021230216371724436,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.025,0.025,39,2065,20,2.0,0.5,0.026406765193910497,0.021230216371724436,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.025,0.025,39,2065,20,2.0,0.5,0.026406765193910497,0.021230216371724436,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.025,0.025,39,2065,20,2.0,0.5,0.026406765193910497,0.021230216371724436,implicit,crmpo_baseline,CrMPO,crmpo,True,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: classic_single_budget 分析通过"
fig1,util,0.025,0.025,40,2066,20,2.0,0.5,0.02607998422551816,0.029158603592226086,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.025,0.025,40,2066,20,2.0,0.5,0.02607998422551816,0.029158603592226086,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.025,0.025,40,2066,20,2.0,0.5,0.02607998422551816,0.029158603592226086,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.025,0.025,40,2066,20,2.0,0.5,0.02607998422551816,0.029158603592226086,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.025,0.025,40,2066,20,2.0,0.5,0.02607998422551816,0.029158603592226086,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.025,0.025,40,2066,20,2.0,0.5,0.02607998422551816,0.029158603592226086,implicit,crmpo_baseline,CrMPO,crmpo,True,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: classic_single_budget 分析通过"
fig1,util,0.025,0.025,41,2067,20,2.0,0.5,0.025377115968550475,0.03652276256311282,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.025,0.025,41,2067,20,2.0,0.5,0.025377115968550475,0.03652276256311282,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.025,0.025,41,2067,20,2.0,0.5,0.025377115968550475,0.03652276256311282,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.025,0.025,41,2067,20,2.0,0.5,0.025377115968550475,0.03652276256311282,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.025,0.025,41,2067,20,2.0,0.5,0.025377115968550475,0.03652276256311282,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
