figure,sweep_type,sweep_value,util_level,taskset_id,seed,num_tasks,cf,cp,actual_total_util_lo,actual_total_util_hi,deadline_mode,method,method_label,priority_policy,schedulable,details
fig1,util,0.75,0.75,142,2902168,20,2.0,0.5,0.7502647398058355,0.6594498099664291,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.75,0.75,142,2902168,20,2.0,0.5,0.7502647398058355,0.6594498099664291,implicit,smc,SMC,opa,False,OPA 分配失败：无法为优先级位置 16 找到可行候选任务
fig1,util,0.75,0.75,142,2902168,20,2.0,0.5,0.7502647398058355,0.6594498099664291,implicit,smc_no,SMC-NO,opa,False,OPA 分配失败：无法为优先级位置 16 找到可行候选任务
fig1,util,0.75,0.75,142,2902168,20,2.0,0.5,0.7502647398058355,0.6594498099664291,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_18 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,143,2902169,20,2.0,0.5,0.7500944795353358,0.42163826451898384,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.75,0.75,143,2902169,20,2.0,0.5,0.7500944795353358,0.42163826451898384,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.75,0.75,143,2902169,20,2.0,0.5,0.7500944795353358,0.42163826451898384,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.75,0.75,143,2902169,20,2.0,0.5,0.7500944795353358,0.42163826451898384,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.75,0.75,143,2902169,20,2.0,0.5,0.7500944795353358,0.42163826451898384,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.75,0.75,143,2902169,20,2.0,0.5,0.7500944795353358,0.42163826451898384,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_8 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,144,2902170,20,2.0,0.5,0.7503617199984707,1.09549516640501,implicit,ub_hl,UB-H&L,dm,False,"method=ub_hl, priority_policy=dm, UB-H 失败：任务 tau_14 在 HI 模式下超过截止期"
fig1,util,0.75,0.75,144,2902170,20,2.0,0.5,0.7503617199984707,1.09549516640501,implicit,amc_max,AMC-max,opa,False,OPA 分配失败：无法为优先级位置 16 找到可行候选任务
fig1,util,0.75,0.75,144,2902170,20,2.0,0.5,0.7503617199984707,1.09549516640501,implicit,amc_rtb,AMC-rtb,opa,False,OPA 分配失败：无法为优先级位置 16 找到可行候选任务
fig1,util,0.75,0.75,144,2902170,20,2.0,0.5,0.7503617199984707,1.09549516640501,implicit,smc,SMC,opa,False,OPA 分配失败：无法为优先级位置 16 找到可行候选任务
fig1,util,0.75,0.75,144,2902170,20,2.0,0.5,0.7503617199984707,1.09549516640501,implicit,smc_no,SMC-NO,opa,False,OPA 分配失败：无法为优先级位置 16 找到可行候选任务
fig1,util,0.75,0.75,144,2902170,20,2.0,0.5,0.7503617199984707,1.09549516640501,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_14 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,145,2902171,20,2.0,0.5,0.7497943337222587,0.8604034044155625,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.75,0.75,145,2902171,20,2.0,0.5,0.7497943337222587,0.8604034044155625,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.75,0.75,145,2902171,20,2.0,0.5,0.7497943337222587,0.8604034044155625,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.75,0.75,145,2902171,20,2.0,0.5,0.7497943337222587,0.8604034044155625,implicit,smc,SMC,opa,False,OPA 分配失败：无法为优先级位置 13 找到可行候选任务
fig1,util,0.75,0.75,145,2902171,20,2.0,0.5,0.7497943337222587,0.8604034044155625,implicit,smc_no,SMC-NO,opa,False,OPA 分配失败：无法为优先级位置 13 找到可行候选任务
fig1,util,0.75,0.75,145,2902171,20,2.0,0.5,0.7497943337222587,0.8604034044155625,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_16 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,146,2902172,20,2.0,0.5,0.7497054863608663,0.8073150298866006,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.75,0.75,146,2902172,20,2.0,0.5,0.7497054863608663,0.8073150298866006,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.75,0.75,146,2902172,20,2.0,0.5,0.7497054863608663,0.8073150298866006,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.75,0.75,146,2902172,20,2.0,0.5,0.7497054863608663,0.8073150298866006,implicit,smc,SMC,opa,False,OPA 分配失败：无法为优先级位置 14 找到可行候选任务
fig1,util,0.75,0.75,146,2902172,20,2.0,0.5,0.7497054863608663,0.8073150298866006,implicit,smc_no,SMC-NO,opa,False,OPA 分配失败：无法为优先级位置 14 找到可行候选任务
fig1,util,0.75,0.75,146,2902172,20,2.0,0.5,0.7497054863608663,0.8073150298866006,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_17 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,147,2902173,20,2.0,0.5,0.749395797271376,0.35175536489683973,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.75,0.75,147,2902173,20,2.0,0.5,0.749395797271376,0.35175536489683973,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.75,0.75,147,2902173,20,2.0,0.5,0.749395797271376,0.35175536489683973,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.75,0.75,147,2902173,20,2.0,0.5,0.749395797271376,0.35175536489683973,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.75,0.75,147,2902173,20,2.0,0.5,0.749395797271376,0.35175536489683973,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.75,0.75,147,2902173,20,2.0,0.5,0.749395797271376,0.35175536489683973,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_4 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,148,2902174,20,2.0,0.5,0.7497621506096489,0.7261645342721696,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.75,0.75,148,2902174,20,2.0,0.5,0.7497621506096489,0.7261645342721696,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.75,0.75,148,2902174,20,2.0,0.5,0.7497621506096489,0.7261645342721696,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.75,0.75,148,2902174,20,2.0,0.5,0.7497621506096489,0.7261645342721696,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.75,0.75,148,2902174,20,2.0,0.5,0.7497621506096489,0.7261645342721696,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.75,0.75,148,2902174,20,2.0,0.5,0.7497621506096489,0.7261645342721696,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_18 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,149,2902175,20,2.0,0.5,0.749430818213575,0.5712521265801631,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.75,0.75,149,2902175,20,2.0,0.5,0.749430818213575,0.5712521265801631,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.75,0.75,149,2902175,20,2.0,0.5,0.749430818213575,0.5712521265801631,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.75,0.75,149,2902175,20,2.0,0.5,0.749430818213575,0.5712521265801631,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.75,0.75,149,2902175,20,2.0,0.5,0.749430818213575,0.5712521265801631,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.75,0.75,149,2902175,20,2.0,0.5,0.749430818213575,0.5712521265801631,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_16 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,150,2902176,20,2.0,0.5,0.7501453618407197,1.1285143856686344,implicit,ub_hl,UB-H&L,dm,False,"method=ub_hl, priority_policy=dm, UB-H 失败：任务 tau_2 在 HI 模式下超过截止期"
fig1,util,0.75,0.75,150,2902176,20,2.0,0.5,0.7501453618407197,1.1285143856686344,implicit,amc_max,AMC-max,opa,False,OPA 分配失败：无法为优先级位置 14 找到可行候选任务
fig1,util,0.75,0.75,150,2902176,20,2.0,0.5,0.7501453618407197,1.1285143856686344,implicit,amc_rtb,AMC-rtb,opa,False,OPA 分配失败：无法为优先级位置 14 找到可行候选任务
fig1,util,0.75,0.75,150,2902176,20,2.0,0.5,0.7501453618407197,1.1285143856686344,implicit,smc,SMC,opa,False,OPA 分配失败：无法为优先级位置 14 找到可行候选任务
fig1,util,0.75,0.75,150,2902176,20,2.0,0.5,0.7501453618407197,1.1285143856686344,implicit,smc_no,SMC-NO,opa,False,OPA 分配失败：无法为优先级位置 14 找到可行候选任务
fig1,util,0.75,0.75,150,2902176,20,2.0,0.5,0.7501453618407197,1.1285143856686344,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_2 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,151,2902177,20,2.0,0.5,0.7503323493677265,0.6340457682948433,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.75,0.75,151,2902177,20,2.0,0.5,0.7503323493677265,0.6340457682948433,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.75,0.75,151,2902177,20,2.0,0.5,0.7503323493677265,0.6340457682948433,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.75,0.75,151,2902177,20,2.0,0.5,0.7503323493677265,0.6340457682948433,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.75,0.75,151,2902177,20,2.0,0.5,0.7503323493677265,0.6340457682948433,implicit,smc_no,SMC-NO,opa,False,OPA 分配失败：无法为优先级位置 15 找到可行候选任务
fig1,util,0.75,0.75,151,2902177,20,2.0,0.5,0.7503323493677265,0.6340457682948433,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_3 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,152,2902178,20,2.0,0.5,0.7501942132932432,1.1380848152605005,implicit,ub_hl,UB-H&L,dm,False,"method=ub_hl, priority_policy=dm, UB-H 失败：任务 tau_7 在 HI 模式下超过截止期"
fig1,util,0.75,0.75,152,2902178,20,2.0,0.5,0.7501942132932432,1.1380848152605005,implicit,amc_max,AMC-max,opa,False,OPA 分配失败：无法为优先级位置 14 找到可行候选任务
fig1,util,0.75,0.75,152,2902178,20,2.0,0.5,0.7501942132932432,1.1380848152605005,implicit,amc_rtb,AMC-rtb,opa,False,OPA 分配失败：无法为优先级位置 14 找到可行候选任务
fig1,util,0.75,0.75,152,2902178,20,2.0,0.5,0.7501942132932432,1.1380848152605005,implicit,smc,SMC,opa,False,OPA 分配失败：无法为优先级位置 14 找到可行候选任务
fig1,util,0.75,0.75,152,2902178,20,2.0,0.5,0.7501942132932432,1.1380848152605005,implicit,smc_no,SMC-NO,opa,False,OPA 分配失败：无法为优先级位置 14 找到可行候选任务
fig1,util,0.75,0.75,152,2902178,20,2.0,0.5,0.7501942132932432,1.1380848152605005,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_7 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,153,2902179,20,2.0,0.5,0.75014057550091,0.7414399750922096,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.75,0.75,153,2902179,20,2.0,0.5,0.75014057550091,0.7414399750922096,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.75,0.75,153,2902179,20,2.0,0.5,0.75014057550091,0.7414399750922096,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.75,0.75,153,2902179,20,2.0,0.5,0.75014057550091,0.7414399750922096,implicit,smc,SMC,opa,False,OPA 分配失败：无法为优先级位置 19 找到可行候选任务
fig1,util,0.75,0.75,153,2902179,20,2.0,0.5,0.75014057550091,0.7414399750922096,implicit,smc_no,SMC-NO,opa,False,OPA 分配失败：无法为优先级位置 19 找到可行候选任务
fig1,util,0.75,0.75,153,2902179,20,2.0,0.5,0.75014057550091,0.7414399750922096,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_20 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,154,2902180,20,2.0,0.5,0.7497772301407207,1.039899318207392,implicit,ub_hl,UB-H&L,dm,False,"method=ub_hl, priority_policy=dm, UB-H 失败：任务 tau_15 在 HI 模式下超过截止期"
fig1,util,0.75,0.75,154,2902180,20,2.0,0.5,0.7497772301407207,1.039899318207392,implicit,amc_max,AMC-max,opa,False,OPA 分配失败：无法为优先级位置 18 找到可行候选任务
fig1,util,0.75,0.75,154,2902180,20,2.0,0.5,0.7497772301407207,1.039899318207392,implicit,amc_rtb,AMC-rtb,opa,False,OPA 分配失败：无法为优先级位置 18 找到可行候选任务
fig1,util,0.75,0.75,154,2902180,20,2.0,0.5,0.7497772301407207,1.039899318207392,implicit,smc,SMC,opa,False,OPA 分配失败：无法为优先级位置 18 找到可行候选任务
fig1,util,0.75,0.75,154,2902180,20,2.0,0.5,0.7497772301407207,1.039899318207392,implicit,smc_no,SMC-NO,opa,False,OPA 分配失败：无法为优先级位置 18 找到可行候选任务
fig1,util,0.75,0.75,154,2902180,20,2.0,0.5,0.7497772301407207,1.039899318207392,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_15 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,155,2902181,20,2.0,0.5,0.749038507784893,0.9772935783941715,implicit,ub_hl,UB-H&L,dm,False,"method=ub_hl, priority_policy=dm, UB-H 失败：任务 tau_2 在 HI 模式下超过截止期"
fig1,util,0.75,0.75,155,2902181,20,2.0,0.5,0.749038507784893,0.9772935783941715,implicit,amc_max,AMC-max,opa,False,OPA 分配失败：无法为优先级位置 17 找到可行候选任务
fig1,util,0.75,0.75,155,2902181,20,2.0,0.5,0.749038507784893,0.9772935783941715,implicit,amc_rtb,AMC-rtb,opa,False,OPA 分配失败：无法为优先级位置 17 找到可行候选任务
fig1,util,0.75,0.75,155,2902181,20,2.0,0.5,0.749038507784893,0.9772935783941715,implicit,smc,SMC,opa,False,OPA 分配失败：无法为优先级位置 17 找到可行候选任务
fig1,util,0.75,0.75,155,2902181,20,2.0,0.5,0.749038507784893,0.9772935783941715,implicit,smc_no,SMC-NO,opa,False,OPA 分配失败：无法为优先级位置 17 找到可行候选任务
fig1,util,0.75,0.75,155,2902181,20,2.0,0.5,0.749038507784893,0.9772935783941715,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_2 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,156,2902182,20,2.0,0.5,0.7497382616098822,0.6085790709966199,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.75,0.75,156,2902182,20,2.0,0.5,0.7497382616098822,0.6085790709966199,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.75,0.75,156,2902182,20,2.0,0.5,0.7497382616098822,0.6085790709966199,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.75,0.75,156,2902182,20,2.0,0.5,0.7497382616098822,0.6085790709966199,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.75,0.75,156,2902182,20,2.0,0.5,0.7497382616098822,0.6085790709966199,implicit,smc_no,SMC-NO,opa,False,OPA 分配失败：无法为优先级位置 14 找到可行候选任务
fig1,util,0.75,0.75,156,2902182,20,2.0,0.5,0.7497382616098822,0.6085790709966199,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_20 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,157,2902183,20,2.0,0.5,0.7507612204818767,0.5078464242275872,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.75,0.75,157,2902183,20,2.0,0.5,0.7507612204818767,0.5078464242275872,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.75,0.75,157,2902183,20,2.0,0.5,0.7507612204818767,0.5078464242275872,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.75,0.75,157,2902183,20,2.0,0.5,0.7507612204818767,0.5078464242275872,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.75,0.75,157,2902183,20,2.0,0.5,0.7507612204818767,0.5078464242275872,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.75,0.75,157,2902183,20,2.0,0.5,0.7507612204818767,0.5078464242275872,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_3 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,158,2902184,20,2.0,0.5,0.7509665097924415,0.5801139328967752,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.75,0.75,158,2902184,20,2.0,0.5,0.7509665097924415,0.5801139328967752,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.75,0.75,158,2902184,20,2.0,0.5,0.7509665097924415,0.5801139328967752,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.75,0.75,158,2902184,20,2.0,0.5,0.7509665097924415,0.5801139328967752,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.75,0.75,158,2902184,20,2.0,0.5,0.7509665097924415,0.5801139328967752,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.75,0.75,158,2902184,20,2.0,0.5,0.7509665097924415,0.5801139328967752,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_17 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,159,2902185,20,2.0,0.5,0.7501876531931577,1.0078941253282843,implicit,ub_hl,UB-H&L,dm,False,"method=ub_hl, priority_policy=dm, UB-H 失败：任务 tau_9 在 HI 模式下超过截止期"
fig1,util,0.75,0.75,159,2902185,20,2.0,0.5,0.7501876531931577,1.0078941253282843,implicit,amc_max,AMC-max,opa,False,OPA 分配失败：无法为优先级位置 18 找到可行候选任务
fig1,util,0.75,0.75,159,2902185,20,2.0,0.5,0.7501876531931577,1.0078941253282843,implicit,amc_rtb,AMC-rtb,opa,False,OPA 分配失败：无法为优先级位置 18 找到可行候选任务
fig1,util,0.75,0.75,159,2902185,20,2.0,0.5,0.7501876531931577,1.0078941253282843,implicit,smc,SMC,opa,False,OPA 分配失败：无法为优先级位置 18 找到可行候选任务
fig1,util,0.75,0.75,159,2902185,20,2.0,0.5,0.7501876531931577,1.0078941253282843,implicit,smc_no,SMC-NO,opa,False,OPA 分配失败：无法为优先级位置 18 找到可行候选任务
fig1,util,0.75,0.75,159,2902185,20,2.0,0.5,0.7501876531931577,1.0078941253282843,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_9 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,160,2902186,20,2.0,0.5,0.7501714309808233,0.7711955374074018,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.75,0.75,160,2902186,20,2.0,0.5,0.7501714309808233,0.7711955374074018,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.75,0.75,160,2902186,20,2.0,0.5,0.7501714309808233,0.7711955374074018,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.75,0.75,160,2902186,20,2.0,0.5,0.7501714309808233,0.7711955374074018,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.75,0.75,160,2902186,20,2.0,0.5,0.7501714309808233,0.7711955374074018,implicit,smc_no,SMC-NO,opa,False,OPA 分配失败：无法为优先级位置 10 找到可行候选任务
fig1,util,0.75,0.75,160,2902186,20,2.0,0.5,0.7501714309808233,0.7711955374074018,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_9 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,161,2902187,20,2.0,0.5,0.7499616813749745,1.3082415317576654,implicit,ub_hl,UB-H&L,dm,False,"method=ub_hl, priority_policy=dm, UB-H 失败：任务 tau_18 在 HI 模式下超过截止期"
fig1,util,0.75,0.75,161,2902187,20,2.0,0.5,0.7499616813749745,1.3082415317576654,implicit,amc_max,AMC-max,opa,False,OPA 分配失败：无法为优先级位置 16 找到可行候选任务
fig1,util,0.75,0.75,161,2902187,20,2.0,0.5,0.7499616813749745,1.3082415317576654,implicit,amc_rtb,AMC-rtb,opa,False,OPA 分配失败：无法为优先级位置 16 找到可行候选任务
fig1,util,0.75,0.75,161,2902187,20,2.0,0.5,0.7499616813749745,1.3082415317576654,implicit,smc,SMC,opa,False,OPA 分配失败：无法为优先级位置 16 找到可行候选任务
fig1,util,0.75,0.75,161,2902187,20,2.0,0.5,0.7499616813749745,1.3082415317576654,implicit,smc_no,SMC-NO,opa,False,OPA 分配失败：无法为优先级位置 16 找到可行候选任务
fig1,util,0.75,0.75,161,2902187,20,2.0,0.5,0.7499616813749745,1.3082415317576654,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_18 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,162,2902188,20,2.0,0.5,0.7504931694804217,0.6140082803719168,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.75,0.75,162,2902188,20,2.0,0.5,0.7504931694804217,0.6140082803719168,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.75,0.75,162,2902188,20,2.0,0.5,0.7504931694804217,0.6140082803719168,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.75,0.75,162,2902188,20,2.0,0.5,0.7504931694804217,0.6140082803719168,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.75,0.75,162,2902188,20,2.0,0.5,0.7504931694804217,0.6140082803719168,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.75,0.75,162,2902188,20,2.0,0.5,0.7504931694804217,0.6140082803719168,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_10 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,163,2902189,20,2.0,0.5,0.7510714244700525,0.9505762047412774,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.75,0.75,163,2902189,20,2.0,0.5,0.7510714244700525,0.9505762047412774,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.75,0.75,163,2902189,20,2.0,0.5,0.7510714244700525,0.9505762047412774,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.75,0.75,163,2902189,20,2.0,0.5,0.7510714244700525,0.9505762047412774,implicit,smc,SMC,opa,False,OPA 分配失败：无法为优先级位置 15 找到可行候选任务
fig1,util,0.75,0.75,163,2902189,20,2.0,0.5,0.7510714244700525,0.9505762047412774,implicit,smc_no,SMC-NO,opa,False,OPA 分配失败：无法为优先级位置 15 找到可行候选任务
fig1,util,0.75,0.75,163,2902189,20,2.0,0.5,0.7510714244700525,0.9505762047412774,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_12 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,164,2902190,20,2.0,0.5,0.7494131663841053,0.9252244642961529,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.75,0.75,164,2902190,20,2.0,0.5,0.7494131663841053,0.9252244642961529,implicit,amc_max,AMC-max,opa,False,OPA 分配失败：无法为优先级位置 16 找到可行候选任务
